roll_no,name,Father_name,Mother_name,dob,gender,email,phone,address,school_name_10th,school_name_12th,marks_10th,marks_12th
22311109,Amol Rama,Naveen Prabhakar,Arunima Sarna,2003-10-14,Male,handatimothy@gmail.com,4980294565,"H.No. 47, Barad Chowk
Kamarhati-227655","H.No. 161, Menon Zila
Dewas 897804","026, Hora Nagar, Belgaum-273581",95,90
22311110,Oni Sarkar,Dakshesh Varughese,Gautami Tank,2003-03-27,Male,kotanihal@gmail.com,5358889493,"H.No. 456, Chadha Nagar, Siliguri-378322","65/41
Basak Street, Srikakulam 455362","39
Kunda Marg
Haridwar 436650",73,79
22311111,Jyoti Bumb,Noah Kanda,Madhavi Prabhu,2000-06-27,Male,dnair@gmail.com,4975583484,"H.No. 61, Lad Street
Raipur 855152","H.No. 59
Ramakrishnan Nagar, Ramgarh 534296","H.No. 61
Sangha Circle
Davanagere-748295",77,81
22311112,Anamika Boase,Mitesh Thaker,Neelima Kumar,1999-11-10,Female,choudharyveer@gmail.com,9666058020,"H.No. 628
Basu Zila
Nagaon 227464","H.No. 98, Tandon
Phusro 942567","85/97
Kala
Serampore-670492",71,61
22311113,Hemani Raj,Tarak Kohli,Damini Buch,2003-07-12,Male,timothy14@gmail.com,1000758432,"69/599, Menon Street, Mangalore 879021","16/925, Thakur Path
Warangal-359459","46
Murty Chowk, Vasai-Virar-985398",84,75
22311114,Yahvi Sathe,George Barman,Chasmum Nayar,2001-08-11,Male,veda97@gmail.com,9660780258,"48
Chana Marg, Tadipatri 049572","37/773
Chaudhari Street
Pudukkottai-758490","38/83
Parikh Marg
New Delhi 749835",71,86
22311115,Nisha Suresh,Nihal Koshy,Hema Murthy,2001-01-18,Female,gopalfaras@gmail.com,4011042882,"02, Joshi Road, Anantapur 411686","397
Das Ganj, Kulti 814509","H.No. 48
Amble Road, Ahmedabad-558200",87,69
22311116,Ucchal Upadhyay,Vihaan Subramaniam,Eiravati Mani,2005-04-14,Male,zsur@gmail.com,2981907094,"220, Thaman Street, South Dumdum 912245","42, Sankar Nagar
Udaipur 673882","06/42, Srivastava Circle
Tirupati-390912",75,60
22311117,Sneha Dubey,Viraj Banerjee,Urishilla Dewan,2003-08-22,Male,sara54@gmail.com,8025973840,"91/133
Natarajan Road
Srinagar 337337","H.No. 41, Dhillon Marg
Kalyan-Dombivli 594316","54/900
Patla Chowk, Ujjain-488784",66,62
22311118,Krisha Rout,Reyansh Naidu,Ekanta Mohanty,2004-03-05,Female,sridhardipta@gmail.com,9764122877,"26/23, Lad Zila, Maheshtala 741050","60/13
Soman Marg
Raiganj-562969","H.No. 273
Bhandari Street
Meerut-885608",97,72
22311119,Lucky Pathak,Rudra Grewal,Brinda Bail,2000-05-27,Male,dattavarsha@gmail.com,9545730574,"25/111, Saran Ganj, Pimpri-Chinchwad 288229","21/85
Mitra Marg
Korba-324388","H.No. 19, Nori
Bhavnagar 249214",69,73
22311120,Nakul Ratti,Nicholas Choudhury,Ekta Rastogi,2005-01-18,Male,samarth12@gmail.com,4367570175,"H.No. 111, Patel, Varanasi-626367","H.No. 024
Gupta Road
Baranagar-888934","H.No. 34
Seshadri Chowk, Panchkula 785538",61,63
22311121,Onveer Soman,Faras Chaudhari,Chaaya Patla,2001-04-19,Female,aarnav07@gmail.com,5510721165,"42/45
Varghese, Mira-Bhayandar-887272","H.No. 302, Baria Street, Belgaum 431202","16/39, Ram
Saharsa-150999",87,94
22311122,Darika Mander,Yagnesh Ramaswamy,Diya Varughese,2001-01-24,Female,bhallayashoda@gmail.com,4055359477,"19/362, Goyal Circle
Tumkur 306525","02/58
Keer Street, Madanapalle-355983","77/40
Lal
Nadiad 753224",68,86
22311123,Nitara Mukherjee,Abhiram Deep,Waida Sarkar,2005-04-22,Male,chaaya05@gmail.com,3490476414,"H.No. 13
Varkey, Uluberia-114397","H.No. 245
Narula Street, Kharagpur 685821","H.No. 574, Parekh Road
Bathinda-332110",62,75
22311124,Isaiah Sandal,Bakhshi Konda,Amruta Butala,2001-05-03,Female,lallira@gmail.com,6957127946,"422
Murthy Nagar, Maheshtala-365184","86
Rajagopal Nagar, Nagercoil 212898","H.No. 56, Rout Path
Satara 267168",62,69
22311125,Bhavika Biswas,Rishi Khosla,Janaki Dash,2000-12-12,Female,nikitaganesan@gmail.com,2795435229,"H.No. 93
Misra Chowk, Naihati 299879","31/520, Taneja Street
Jammu-070956","74
Ramesh Circle, Hyderabad-297824",70,68
22311126,Ekbal Pall,Max Patil,Barkha Varma,2000-09-17,Male,rachita05@gmail.com,9759019096,"H.No. 319, Pai Nagar, Mysore 031869","64
Iyengar Nagar, Bareilly-025435","90
Venkatesh Ganj, Malda 154227",91,76
22311127,Hemani Raval,Rudra Raj,Janya Dhaliwal,2002-09-23,Male,reyanshkade@gmail.com,1393806276,"822
Nagar Chowk
Mau 102169","80, Menon Street
Kurnool 678557","72/762
Kanda Zila, Cuttack-150152",65,67
22311128,Zaitra Ramaswamy,Advik Kata,Vasudha Gopal,2003-11-13,Female,henryjohal@gmail.com,9837114955,"77
Khurana Ganj, Jalna-917232","49/11
Bhardwaj Circle
Chapra-802698","69, Chander Nagar, Tumkur-595004",93,64
22311129,Adweta Madan,Samuel Ghosh,Adya Pandey,2000-08-24,Male,farajbhasin@gmail.com,9331333151,"27/538, Dhaliwal Nagar
Surendranagar Dudhrej-479755","96/82, Nagar
Jalna 842255","H.No. 82
Srinivasan Chowk
Ballia 938330",86,69
22311130,Chaitanya Dhingra,Orinder Narayanan,Keya Borah,2005-02-04,Male,abhimanyu86@gmail.com,8005623244,"H.No. 54, Bawa Street
Sagar 037265","56/08, Saran Zila
Kirari Suleman Nagar 575119","63/216, Sur Nagar, Farrukhabad 971481",67,82
22311131,Tamanna Nayar,Utkarsh Keer,Aashi Dara,2003-12-13,Male,umang71@gmail.com,9241340396,"49, Munshi Chowk, Bikaner 794194","H.No. 00, Pandya Chowk, Imphal 395571","503
Hegde Marg, Alappuzha-612689",66,96
22311132,Yatin Sridhar,Hritik Vaidya,Vasatika Shroff,2001-01-17,Female,chatura40@gmail.com,4193197658,"H.No. 51
Jha Street, Jamshedpur 603730","H.No. 034, Bhatti Marg, Nagaon 986068","828
Raman Zila
Sri Ganganagar-307713",88,67
22311133,Ryan Babu,Aadi Pandey,Suhani Pal,2002-04-21,Male,vasudha85@gmail.com,2564300376,"28/820
Om Chowk, Bongaigaon 074464","70, Kuruvilla Nagar, Dehri-418257","44/63, Borah
Jehanabad 529059",67,97
22311134,Ethan Sekhon,Pratyush Dewan,Mitali Peri,2005-04-25,Female,elijahkapoor@gmail.com,8845956430,"H.No. 29
Grover Ganj, Gangtok-973528","57/075
Khanna Zila
Bhalswa Jahangir Pur-472658","72/41
Pandit, Sikar 954581",77,87
22311135,Brinda Krishna,Theodore Sankaran,Saanvi Mishra,2003-03-26,Male,manya35@gmail.com,3581058707,"498
Varma Zila, Madanapalle-750806","H.No. 41, Pai Nagar, Akola 812793","810, Sinha Street
Proddatur 479196",78,84
22311136,Urmi Narayan,Wriddhish Tella,Yashoda Cheema,2004-11-22,Female,idada@gmail.com,6921972970,"46, Chandran Marg
Bhalswa Jahangir Pur 675165","254
Das Marg
Tiruvottiyur 772276","77, Contractor Zila
Mathura-835717",70,60
22311137,Urishilla Upadhyay,Liam Seth,Leela Goswami,2000-08-10,Female,aryanmisra@gmail.com,1579604034,"48, Chowdhury Street
Ludhiana-213232","30/39, Shah Road, North Dumdum 429110","287, Madan
Katihar-922454",76,62
22311138,Ojas Sarna,Quincy Sandal,Watika Mistry,2004-04-21,Male,osha17@gmail.com,3149441505,"60
Pathak, Machilipatnam-704896","690
Pau Path
Tiruchirappalli 733744","01/241
Chacko Path, Gorakhpur 371595",87,92
22311139,Charvi De,Faqid Dash,Jhalak Comar,2001-01-16,Male,dyalutkarsh@gmail.com,7155374314,"23/622
Naik Nagar, Nanded 801481","H.No. 696
Brar Zila
Belgaum 616338","742
Walla Zila, Jabalpur-091942",96,97
22311140,Nachiket Shroff,Chanakya Nagarajan,Nimrat Pandit,2004-08-11,Female,kashish17@gmail.com,4761494901,"10/432, Hora Circle, Nagpur-874256","H.No. 088, Vig Street, Karaikudi 675749","18, Bhargava Chowk, Gandhinagar-225452",67,79
22311141,Hamsini Sinha,Yuvraj Dewan,Yochana Palan,2001-07-25,Male,chakrabartiteerth@gmail.com,3256539605,"73/501
Sachdeva Marg
Pallavaram 723743","15/227
Arya Chowk
Kozhikode 884923","32, Aggarwal Chowk, Satna-572303",97,94
22311142,Meera Pai,George Gupta,Inaya Kashyap,2002-08-15,Male,ombrijesh@gmail.com,7364017955,"H.No. 87, Khosla Marg
Kanpur-881100","99/59
Murty Nagar
Vijayawada-663037","49/34
Tailor Path, Bhalswa Jahangir Pur-113165",66,69
22311143,Urmi Bal,Devansh Tank,Udyati Mann,2001-06-26,Female,wakeetabhardwaj@gmail.com,9129053582,"H.No. 579
Brar Circle, Pune 989358","56/83, Ram Zila
Farrukhabad-211392","H.No. 932
Sharma Zila, Chandrapur-870774",96,60
22311144,Fiyaz Gala,Samarth Mohanty,Nandini Sant,2000-11-27,Male,santonveer@gmail.com,9229722193,"301
Zachariah Zila, Bhusawal 706351","H.No. 762, Kapoor Road, Bhilai-950901","70/22, Vaidya Zila, Madhyamgram 700836",94,87
22311145,Veda Thaker,Joshua Mall,Udyati Nadig,2000-09-14,Male,qmaharaj@gmail.com,2131723340,"268, Dhillon Circle, Saharsa-576003","H.No. 781, Buch
Indore-553386","H.No. 55
Wali Road, Ongole 896342",84,88
22311146,Meera Bakshi,Arjun Patla,Amaira Sastry,2001-02-07,Female,jkalita@gmail.com,2321928788,"637
Chauhan Path, Etawah-885891","H.No. 67
Wadhwa Marg
Vijayanagaram 422834","08, Mammen Path
Kanpur 596935",81,94
22311147,Lucky Tata,Darpan Jain,Ekta Bal,2002-11-21,Male,doshiradha@gmail.com,9488603545,"71/06
Pai Ganj, Chennai-876267","656
Mital Nagar, Ulhasnagar 789295","72, Chatterjee Street
Vijayawada 581177",62,79
22311148,Fitan Ghosh,Shaurya Mutti,Avni Mitter,2001-02-06,Male,arya39@gmail.com,8390620554,"H.No. 232
Borra Circle
Kanpur-246033","81/24, Tank
Surat-210357","H.No. 99
Seshadri
Tumkur 050257",86,95
22311149,Sara Palla,Nakul Kara,Bina Sen,2003-01-17,Male,edwinvaishnavi@gmail.com,5116546502,"H.No. 207
Goyal Marg, Dindigul-325281","73/42, Sehgal Zila
Gurgaon-914510","H.No. 43, Acharya Zila, Bhiwani-670457",96,61
22311150,Ishita Mangat,Ranbir Trivedi,Vedhika Vaidya,2005-01-25,Female,iverma@gmail.com,8922712387,"689, Lalla Nagar
Bulandshahr 589159","151, Bhandari Ganj, Nagercoil-587187","773, Kalla Circle
Bhilwara 682514",87,7
22312001,Kashish Dar,Arin Mahal,Mohini Samra,2000-04-29,Female,rachitdutta@gmail.com,3099409300,"40/43, Lalla Ganj
Proddatur 606745","36
Ramanathan Chowk
Mumbai-763571","419, Saxena Nagar
Katihar-114693",84,95
22312002,Wriddhish Srinivasan,Onveer Amble,Vasana Sant,1999-11-20,Female,pandyamegha@gmail.com,3849574737,"58/199
Kashyap Ganj, Hubli�Dharwad 697283","92, Bhat Circle
Kochi 316697","84/021, Pal Chowk
Berhampore-722723",96,91
22312003,Devansh Murty,Timothy Kant,Kavya Luthra,2004-09-28,Female,sampathfaris@gmail.com,7411616081,"H.No. 99
Kala
Ambattur-125310","321
Bains Chowk
Bally 954593","380, Bhalla
Jalgaon-896512",95,94
22312004,Vanya Deol,Advay Warrior,Vrishti Nagy,2003-12-27,Male,dakshbalakrishnan@gmail.com,1909836235,"55
Ratti Chowk
Indore 163361","H.No. 72
Kannan Street
Danapur 557520","H.No. 12
Barad Nagar, Aurangabad-552717",88,77
22312005,Yadavi Sarna,Lucky Mody,Eesha Reddy,2000-06-16,Male,yashasvidate@gmail.com,7925483556,"50/52
Mohanty Chowk
Tinsukia-313534","02/69
Dash Zila, Dharmavaram 305308","864, Vala Path
Aligarh 849324",65,69
22312006,Noah Tripathi,Krish Gara,Eshana Choudhary,2000-05-02,Male,fkaul@gmail.com,4705736328,"H.No. 99
Natt Ganj, Ahmednagar 835175","65, Deol Street, Kadapa 100252","79
Tank Road, Rewa-957658",63,69
22312007,Advika Chopra,Wazir Dugar,Hamsini Karnik,1999-09-19,Female,garima70@gmail.com,1634177568,"34/66, Biswas Circle
Panihati-453808","H.No. 140
Kant Road
Vijayawada 993695","03
Datta Street
Bulandshahr-002917",93,84
22312008,Watika Garg,Rehaan Khanna,Reva Prasad,2004-06-04,Male,kashish04@gmail.com,5053792840,"20/04, Kumar Street, Hajipur 238833","37/677, Kapoor Chowk
Bhiwani-408842","H.No. 55
Kadakia Chowk, Kurnool 555762",92,74
22312009,Sai Randhawa,Ranveer Varty,Urvashi Sharaf,2000-05-06,Male,choudhryamaira@gmail.com,2728853858,"H.No. 720, Lalla Road
Moradabad 661425","24/118, Dubey Chowk, Bhubaneswar 699036","10
Char Chowk, Ujjain-058934",89,61
22312010,Mohini Bobal,Brijesh Handa,Indali Setty,2003-11-08,Male,prabhuikshita@gmail.com,3939553725,"H.No. 751
Pingle, Sasaram-781102","95/058, Modi, Bidar-959538","13, Solanki Circle, Secunderabad 005311",63,65
22312011,Orinder Bhatnagar,Ikbal Kari,Triya Saraf,2003-12-30,Female,bakhshi13@gmail.com,4348038721,"88/594, Setty Marg, Tadipatri-145364","01, Sheth Chowk, Thrissur-347104","H.No. 12, Patel Path, Hindupur 680530",61,65
22312012,Maya Korpal,Lohit Mane,Jasmit Doshi,2002-08-28,Male,chakradev65@gmail.com,6859585586,"34
Choudhary, Allahabad 225029","65, Dubey Marg, Munger 159959","46/86
Sharma Ganj, Solapur-059114",65,66
22312013,Ridhi Thaker,Ansh Vasa,Anvi Malhotra,2003-12-15,Male,wahabkhurana@gmail.com,4899065827,"48/039, Acharya Road
Bhavnagar-831983","H.No. 943, Ganesh Marg
Bahraich-826271","H.No. 16
Mallick Chowk
Karawal Nagar-273123",90,88
22312014,Edhitha Dayal,Hitesh Kapur,Vaishnavi Deshpande,2002-12-21,Male,batratamanna@gmail.com,3038989954,"74
Talwar Road, Unnao-401887","31/083, Bora Nagar
Sasaram 278064","H.No. 813, Barman Street, Jodhpur-321338",91,76
22312015,Ekbal Varghese,Nachiket Dey,Yamini Devan,2001-08-15,Female,karpezayyan@gmail.com,7768360614,"H.No. 259, Ravel Street
Hubli�Dharwad 684545","H.No. 20
Dara Street
Sagar 674327","91
Sule Zila
Madurai-158337",96,93
22312016,Lakshit Saraf,Xavier Vasa,Zaitra Trivedi,1999-07-26,Male,ladlichopra@gmail.com,4233360410,"38/708, Shanker Zila
Dindigul 089011","406, Guha Zila, Pudukkottai 099105","738, Jani Nagar
Aligarh 250830",77,74
22312017,Agastya Bora,Dominic Chaudhary,Yasti Dutta,2000-02-11,Female,leenapingle@gmail.com,9111346293,"91/48
Dora Chowk, Tirunelveli-118672","41
Nadkarni Circle
Bhagalpur-528699","64
Bandi Nagar
Bulandshahr-505940",63,77
22312018,Chaitanya Rao,Mohammed Dayal,Pallavi Sura,2004-11-06,Male,menonnathaniel@gmail.com,6057760446,"H.No. 690
Dutta Nagar, Coimbatore-075508","131, Bhakta Chowk, Bally 009829","H.No. 270, Bhattacharyya Zila
Dewas 482263",92,83
22312019,Parth Shukla,Matthew Trivedi,Dalaja Dutta,2003-07-03,Male,devanshravi@gmail.com,2166575902,"H.No. 06, Suresh Circle
Thiruvananthapuram 769004","93/730, Chand Road, Sikar-302360","153, Gopal Path, Udupi-494906",77,68
22312020,Krishna Jayaraman,Lohit Mann,Anamika Mukherjee,2000-12-26,Female,ganga80@gmail.com,785905844,"16/82
Ravi Ganj, Avadi 188283","H.No. 648, Dugar Nagar, Raichur 422522","14/75
Chawla Chowk, Rajahmundry 349177",89,76
22312021,Champak Dara,Laksh Narula,Vamakshi Date,2004-11-26,Male,oviyakara@gmail.com,1243648293,"57/776
Iyer Ganj, Varanasi-983453","H.No. 182, Tara Path
Gopalpur-622640","33/38
Kala Ganj
Gaya-686157",68,96
22312022,Christopher Dara,Anmol D�Alia,Varsha Apte,2004-12-08,Male,hiral35@gmail.com,2241591798,"94/856
Mann Ganj
Thrissur-610509","H.No. 00
Mital Road
Miryalaguda-381703","H.No. 064, Shetty Ganj
Ajmer 598711",65,85
22312023,Jalsa Viswanathan,Daksh Nagar,Vanya Naik,2002-11-09,Male,arya02@gmail.com,1318679237,"83, Pant Nagar, Jamalpur-017495","15/47
Gour Chowk
Jodhpur 135316","H.No. 10, Toor Road
Ghaziabad-570767",97,61
22312024,Aarav Vasa,Chanakya Dhingra,Amruta Nazareth,2003-03-25,Female,cdhillon@gmail.com,9914605119,"13, Sha Marg
Bhatpara-754455","15/62, Som Nagar, Jalandhar-452296","H.No. 51, Gala Zila, Mysore-201988",89,86
22312025,Mahika Gade,Orinder Jain,Hemal Hans,2004-08-03,Female,yauvani21@gmail.com,7177048821,"509, Bhakta Ganj, Kanpur-008379","90/43
Kalla
Shimla-496595","565
Gade Nagar
Gandhidham-927334",70,89
22312026,Bhavini Doctor,Onveer Gera,Meghana Doshi,2001-05-30,Male,hbarad@gmail.com,9080595352,"16/584, Kanda Road, Nellore 101581","66, Mangal Ganj
Karnal 418985","H.No. 935
Sama Ganj, Bhagalpur 735040",97,68
22312027,Simon Devan,Jeet Das,Odika Kalla,2000-07-30,Male,umann@gmail.com,9226011941,"619
Gandhi Street
Saharsa-552520","409, Bala Nagar, Bulandshahr 433122","42/80, Kakar Ganj, Aurangabad 850978",78,68
22312028,Divya Nigam,Jacob Korpal,Vasatika Uppal,2005-06-29,Male,wpanchal@gmail.com,4875735704,"H.No. 79
Dey Road
Davanagere 712982","H.No. 657
Pingle Circle
Dindigul-958731","25/86, Seth Street
Deoghar 981709",94,78
22312029,Wyatt Dayal,Henry Edwin,Ucchal Sharaf,2004-04-07,Female,agrawalnirja@gmail.com,6378397389,"H.No. 54, Sehgal Zila, Rajkot-879278","382
Krishna Circle
Malegaon 790840","94/70
Mahajan Circle
Hapur-165696",83,69
22312030,Charita Halder,Logan Devan,Saanvi Ahuja,2002-01-26,Female,chaudhrycaleb@gmail.com,9633995510,"48
Dhar Zila
Solapur-634487","41/36
Aggarwal Circle, Ballia 789178","H.No. 62, Puri Path, Bharatpur-958656",64,88
22312031,Ishita Sanghvi,Chakradhar Bera,Anya De,2002-02-22,Female,omukhopadhyay@gmail.com,9662253064,"99, Banik Circle
Nellore 759375","68/40, Anand
Thanjavur-012040","149, Savant Path, Thrissur-361043",64,97
22312032,Bhanumati Varghese,William Deshpande,Ekantika Shanker,1999-09-08,Female,damini58@gmail.com,2339187558,"38/697, Purohit Road, Bettiah 755140","013
Luthra Ganj
Patna 442457","05/81
Barad Street
Kollam-848973",85,72
22312033,Amrita Narayan,Shivansh Ranganathan,Urvi Date,2000-05-21,Female,georgevarghese@gmail.com,9027025066,"H.No. 32, Kari Zila, Gwalior-677170","H.No. 399
Dixit Zila, Aurangabad-436436","94
Saha Ganj, Dewas-599053",86,94
22312034,Siya Kala,Tejas Bhardwaj,Jeevika Buch,2005-05-14,Female,lbhagat@gmail.com,4920008602,"H.No. 05
Rau Path
Jehanabad-985479","31, Datta Street
Sambhal-735561","44/85, Raja Path
Guntakal 335442",71,97
22312035,Anika Swamy,Wriddhish Jhaveri,Chavvi Patla,2000-04-02,Female,omajasengupta@gmail.com,7531745704,"39/555
Chaudry Street
Bhilwara 880108","73/104, Rai Marg
Bhusawal-496337","H.No. 58
Kapadia Path
Saharanpur 204654",81,77
22312036,Wazir Maharaj,Chatura Rajagopalan,Nimrat Mistry,2004-02-05,Male,harishram@gmail.com,3666887261,"73
Bhalla Chowk
Raipur 596315","89/39
Sharma Road, Ranchi-817280","97, Char Ganj, Gorakhpur 771202",90,95
22312037,Dayamai Hayre,Andrew Sem,Ganga Narayan,2000-11-20,Female,priya59@gmail.com,4297772829,"880
Patel Circle
Bikaner 757203","25
Karpe Ganj
Siliguri 438349","51, Issac, Katni 146418",73,85
22312038,Amaira Balay,Tristan Ganesh,Saumya Chandra,2005-06-25,Female,madhav36@gmail.com,7596928011,"H.No. 33
Doctor Path
Chandrapur 558980","73/964
Hayre Circle
Hubli�Dharwad-264503","H.No. 568, Mander
Guntakal 282942",63,68
22312039,Brijesh Ratti,Wahab Khare,Vaishnavi Narula,2005-01-26,Female,nshah@gmail.com,7032189048,"H.No. 27, Sunder Circle, Bettiah 169890","77/31
Bassi Road, Tenali 442485","H.No. 835
Bajaj Zila
Gandhidham 645759",97,83
22312040,Ishita Loyal,Matthew Swamy,Garima Sachar,2001-08-06,Female,pavanidube@gmail.com,7959708510,"14/18, Muni Street
Erode-924336","84/472, Thaker Zila
Bikaner 981665","80/01, Merchant Street
Nashik-360317",86,73
22312041,Vihaan Peri,Tarak Pillay,Vasatika Ganesh,2003-01-26,Female,dalalgeetika@gmail.com,5266952862,"08/255
Sura Marg
Bhavnagar 523967","H.No. 89
Saxena Circle
Bihar Sharif-439145","07/95, Sangha Marg
Eluru 719816",96,84
22312042,Ekansh Toor,Atharv Saha,Wakeeta Agate,2003-05-01,Male,wnarasimhan@gmail.com,3758272943,"476
Sarraf Zila
Ahmedabad 767862","39/284
Mahajan Ganj
Guwahati-429011","223
Nayar Chowk, Karnal-343949",68,84
22312043,Shivani Sanghvi,Laksh Nori,Aadhya Mitra,2004-11-08,Female,tminhas@gmail.com,4025574206,"H.No. 57, Chahal Ganj, Khora -227564","986
Bhandari
Kavali-954223","H.No. 345, Basak, Rajpur Sonarpur-004158",81,64
22312044,Rajeshri Borra,Zayyan Murty,Megha Gupta,2004-03-16,Male,chavvi87@gmail.com,8074082159,"41/900
More Marg
Secunderabad-521458","49/55, Chada Nagar
Katihar-651363","H.No. 292, Murthy
Bhopal-418040",81,94
22312045,Jagdish Nazareth,Balvan Sur,Anya Mutti,2004-07-18,Male,zehaanshenoy@gmail.com,8183420411,"48
Kalita Chowk
Vijayanagaram 350180","62, Chad Road
Eluru 559031","824
Dhar Zila
Nizamabad-583792",86,69
22312046,Finn Divan,Pranit Sarkar,Eiravati Atwal,2003-04-18,Male,imenon@gmail.com,2681140702,"035
Mody Ganj, Sonipat 563718","677, Grewal Marg, Srikakulam-810621","47/643
Wali Ganj
Serampore-438683",85,69
22312047,Vasana Dara,Mason Dutt,Ubika Chadha,2001-10-23,Female,sherezinal@gmail.com,1908144901,"92/22, Baral Street, Asansol-271525","30/430, Warrior Ganj, Dehri 635338","H.No. 225
More Chowk, Kulti-701936",79,91
22312048,Nitesh Prabhakar,Rayaan Hayer,Vyanjana Garde,2001-03-17,Female,vaishnavi90@gmail.com,8190151544,"765
Chadha Nagar, Chandigarh 320796","H.No. 995
Natarajan Circle
Secunderabad-391956","H.No. 969
Mander Chowk
Satara 206524",93,66
22312049,Chaaya Sur,Isaac Bhardwaj,Pallavi Pradhan,2003-10-04,Female,venkateshyug@gmail.com,3636533002,"639
Cherian Chowk, Jaunpur 292683","72/578
Bhardwaj Street
Agartala 017352","27/460
Deol, Navi Mumbai 799046",86,62
22312050,Orinder Raj,Peter Mangal,Inaya Chana,2000-03-14,Male,dugarqadim@gmail.com,3067446964,"68/082
Dutta Nagar, Siliguri-284546","H.No. 228
Raman Road
Mahbubnagar-954251","H.No. 186, Khare
Jaipur-046365",82,76
22312051,Saanvi Hegde,Farhan Sarma,Chaitaly Aggarwal,2000-11-29,Female,yadavi67@gmail.com,1976133904,"22/235
Borra Ganj
Bikaner 808245","04/14, Kari Marg
Malegaon 668109","887, Madan Road, Bhiwandi 129435",60,81
22312052,Ethan Garg,Elijah Menon,Ojasvi Chand,2000-10-31,Female,girindrabuch@gmail.com,4129854892,"H.No. 70
Kar
Bharatpur-527292","H.No. 066
Bahl Road, Ambala-481032","H.No. 46, Pandya Street
Bhilai 972241",85,67
22312053,Nitara Bhat,Manthan Mand,Bishakha Bajaj,2003-08-03,Female,varugheseshravya@gmail.com,3777700783,"236, Edwin Street
Amritsar 259069","H.No. 063
Rai Circle
Kumbakonam-218379","H.No. 383
Loke Ganj, Ramagundam 299769",74,63
22312054,Robert Chaudhary,Rudra Prashad,Radha Chand,2003-03-19,Male,yasti70@gmail.com,5921758755,"H.No. 41
Kara Zila
Faridabad-900163","H.No. 072
Grover Marg, Kolkata-885340","03, Manne Ganj
Mumbai-820155",88,76
22312055,Raksha Sami,Warjas Sur,Tanmayi Jaggi,2000-02-04,Female,akrishnan@gmail.com,8712611879,"67/39, Chada Chowk, Aligarh 239704","467
Tak Chowk
Gandhidham 589705","65/81, Kashyap Zila, Imphal 566260",91,62
22312056,Alka Konda,Samaksh Peri,Chasmum Chauhan,2004-04-04,Male,xalaklal@gmail.com,8067310460,"16/026, Hayre Zila, Ballia-694828","66/591, Banik Circle, Ghaziabad 822414","28/36
Chowdhury Nagar, Adoni 937849",93,95
22312057,Madhavi Luthra,Ekavir Varkey,Jeevika Taneja,2005-03-16,Female,krishadweta@gmail.com,2196019087,"H.No. 04, Konda Road
Sambalpur-424397","01/908
Wason Path
Bhiwani 565252","119, Wason Chowk
Sri Ganganagar-720786",73,85
22312058,Noah Saxena,Qasim Ramanathan,Eshana Misra,2004-01-04,Male,devikavarghese@gmail.com,4693825230,"90/79
Chaudhari Nagar, Bareilly-931505","39/754
Kapadia Marg
Nagercoil-791121","490
Ganesh Marg, Bihar Sharif 721232",63,67
